Country,Quality Score,SDGi,Life Expectancy,HDI,Per Capita GDP,Region,Income Group,Population (millions),Cropland_Footprint_Production,Grazing_Footprint_Production,Forest_Footprint_Production,Fish_Footprint_Production,BuiltUp_Footprint_Production,Carbon_Footprint_Production,Total_Footprint_Production,Cropland_Footprint_Consumption,Grazing_Footprint_Consumption,Forest_Footprint_Consumption,Fish_Footprint_Consumption,Carbon_Footprint_Consumption,Total_Footprint_Consumption,Grazing land,Forest land,Fishing ground,Total_Biocapacity,Overshoot_Day_DOY,Income_Group_Code,Quality_Score_Code
Mongolia,3A,63.8,69.689,0.735,4210.843450411825,Asia-Pacific,LM,3.17021997070312,0.167473229312024,5.4423183094661,0.10684171485646,1.20073196316114e-05,0.0241003586822616,2.31809828331021,8.05884390294668,0.333848725360166,4.44132435370552,0.14928882026143,0.00376848268721474,2.32338482587923,7.27571556657582,7.22181468295466,6.65015330416621,0.078883165455409,14.1424247405706,78.0,1.0,3
Montenegro,3A,68.2,76.77,0.826,8179.748662821381,Other Europe,UM,0.627809020996094,0.063444586279357,0.179040951590795,0.801104572452289,0.015084802355875,0.00885123046870867,1.35924549461696,2.42677163776398,0.634547104773938,0.422588562473004,0.600006762866563,0.0715762180229677,2.4912011513193,4.22877102992449,0.188679282616761,2.01032355343244,0.239746490479392,2.51104514327666,135.0,2.0,3
Morocco,2A,,76.453,0.68,3413.9069437141293,Africa,LM,36.0291015624999,0.430324468372066,0.154026930650935,0.0751364588374645,0.117583944332109,0.0493395044204996,0.617148293908205,1.44355960052128,0.662856190878053,0.158141496461405,0.150494684695344,0.0709822417121151,0.66174007530036,1.75355419346778,0.154026930650935,0.0877864009745079,0.0670761981983162,0.788553502616325,328.0,1.0,2
Mozambique,3A,51.1,60.163,0.452,592.5108489286703,Africa,LI,29.4959999999999,0.226762007836401,0.018636339486329,0.26051956041469,0.024397980148811,0.0518530374491383,0.0912074811222978,0.673376406457668,0.279171864457371,0.0228953465756169,0.245616784482953,0.0329531128365034,0.166682750085712,0.799172895887295,0.659216320860475,0.488341753339465,0.142141927192465,1.56831504667794,,0.0,3
Myanmar,3A,64.9,66.867,0.579,1573.149750987776,Asia-Pacific,LI,53.70830078125,0.947821970420568,0.00459633155801861,0.325187307501996,0.0621485168861377,0.120208668077518,0.202748540772107,1.66271133521635,0.841386924751773,0.00910912523954602,0.338093364419774,0.0457031291014228,0.303670266332488,1.65817147792252,0.00459633155801861,0.509579777864589,0.280429709930508,1.8626364578512,347.0,0.0,3
Namibia,2A,61.8,63.373,0.645,5942.286365988372,Africa,UM,2.44830004882812,0.126108931516603,1.26112093368407,0.242007893160282,2.1464146256745398,0.0195412795341702,0.561778175526226,4.35697183909589,0.29543114201994,0.245578811949357,0.25542674226849,0.511770955948708,1.18230367827055,2.51005260999122,1.47701839703986,0.307029024175542,4.39192778840751,6.32162542067369,229.0,2.0,2
Nepal,3A,66.5,70.478,0.596,817.5521748421545,Asia-Pacific,LI,28.0956992187499,0.368480584037828,0.0468712050608308,0.191522682105948,0.00113808555264184,0.103597261512608,0.161269644188332,0.872879462458188,0.476259635363617,0.0595205232896447,0.199757370572248,0.00408428227028872,0.346222978437622,1.18944205144603,0.0468712050608308,0.0938443741371882,0.00496872816002454,0.61776215290848,,0.0,3
Netherlands,3A,81.6,81.8122,0.942,55369.23300982671,EU,HI,17.0853007812499,0.175777386583018,0.0424551479170625,0.0836226656995078,0.141511989568938,0.069512542567257,3.10623847549273,3.61911820782851,1.04426999171493,0.58003065560321,0.341892206066027,0.00216923426154438,3.65369315234102,5.69156778255399,0.0424551479170625,0.0746093087188799,0.417288818616891,0.779643204403109,100.0,3.0,3
New Zealand,2B,79.1,81.8585,0.928,39214.61241742537,Asia-Pacific,HI,4.7431298828124895,,,,,,,12.0559431036444,,,,,,5.30024454272019,,,,8.83559736712027,107.0,3.0,1
Nicaragua,3A,66.3,74.275,0.659,1857.056685484503,Central America/Caribbean,LM,6.46549999999997,0.379832964408539,0.542100936984834,0.374157626519428,0.0924397204278175,0.0481740650427554,0.267235350539914,1.70394066392329,0.292928057373775,0.199295910482429,0.398710839058532,0.0261389717393259,0.462215621444879,1.4274634651417,0.542100936984834,0.771101925062932,0.452359614755332,2.19356950625439,,1.0,3
Niger,3A,,62.024,0.391,552.3241114520821,Africa,LI,22.44280078125,0.829996364626125,0.393352155598173,0.217472322162512,0.00502738665593487,0.0412394252744863,0.0285021733719049,1.51558982768914,0.820321441187317,0.388201498787552,0.218267800993263,0.00740629164781417,0.0679331922295797,1.54336965012001,0.393352155598173,0.0363225574745543,0.000487226059105165,1.30139772903244,,0.0,3
Nigeria,3A,48.9,54.332,0.534,2384.1735800893425,Africa,LM,195.875,0.482714933164087,0.0898655181949677,0.162991563277647,0.0212418844047657,0.0553278295675901,0.165229471314388,0.977371199923445,0.508990830442091,0.0957326831727594,0.167971456361469,0.0398115851559402,0.219887079442275,1.08772146414212,0.0963809842099925,0.0371741410054119,0.0159920586886323,0.687589946635713,,1.0,3
Norway,3A,82.0,82.7585,0.956,91608.03070432124,Other Europe,HI,5.3379599609375,0.155602587684484,0.317249678380616,1.52845679793706,5.51873103749215,0.0273746142005462,2.78304996588163,10.3304646815765,0.829313647704449,0.276929040239885,0.885709248504835,1.15171151776193,2.4978648423053,5.66890291071694,0.574952029797569,3.29811853656122,2.85244013229043,6.90848790053425,100.0,3.0,3
Oman,3A,70.1,77.633,0.813,15796.763745538165,Middle East/Central Asia,HI,4.82947021484374,,,,,,,6.50711067692585,,,,,,6.28841815446399,,,,1.4269870714483,90.0,3.0,3
Pakistan,3A,,67.114,0.552,1196.8260549974614,Asia-Pacific,LM,212.22799999999899,0.244267540716012,0.00327675915089209,0.0657593773807392,0.0206964111162715,0.0375595296148876,0.308425197143191,0.679984815121994,0.255168458908485,0.00450189486665063,0.0785332477702322,0.0116475690481977,0.383623768691558,0.771034468900011,0.00327675915089209,0.0188485499659512,0.0301683589481987,0.334120738395942,,1.0,3
Panama,3A,68.0,78.329,0.812,11755.11773707277,Central America/Caribbean,UM,4.1768701171875,0.141205161392816,0.392724968455583,0.158364086126834,0.6423035904566,0.0275344180004125,0.813337721037376,2.17546994546962,0.434266816619027,0.402243562890444,0.190293114072385,0.435555575551962,1.43318865537255,2.92308214250678,0.392724968455583,1.40177276811608,0.55061471272645,2.51385202869134,196.0,2.0,3
Papua New Guinea,2A,51.3,64.263,0.549,2397.656518782972,Asia-Pacific,LM,8.60632031250003,0.343028557971803,0.000153971001729794,0.570809842753298,0.997205052982947,0.140351168772164,0.218261877515448,2.26981047099739,0.277845425214197,0.0237227790944533,0.268787589714066,0.793047244422011,0.218426180361841,1.72218038757873,0.0311254740813242,2.30736796969655,0.604420783500129,3.42629395402197,334.0,1.0,2
Paraguay,3A,66.9,74.131,0.727,5379.589473025855,South America,LM,6.95606982421875,2.39786214080968,1.78350890638115,0.808379951958358,0.00671691261485046,0.128742649071894,0.427148532596934,5.55235909343286,0.689373085659922,0.829807057696237,0.829867395580199,0.00930114148561475,0.582858477682416,3.06994980717628,2.19151614441759,5.29613737466994,0.0495274636813149,10.0637857726504,187.0,1.0,3
Peru,3A,71.1,76.516,,,South America,UM,31.9893007812499,,,,,,,2.14559849627081,,,,,,2.35744709916995,,,,3.59624291282081,244.0,2.0,3
Philippines,3A,64.5,71.095,0.711,3187.9682328341974,Asia-Pacific,LM,106.651,0.304242828960303,0.00447940366155396,0.0661191602076112,0.202044701342645,0.0572334568047765,0.447010806049251,1.08113035702614,0.42272363325313,0.0379949298478956,0.108938910041868,0.208882587582866,0.632082537597717,1.46785605512825,0.0144412203159643,0.0774864399066242,0.0612239990443499,0.514627945032017,,1.0,3
Poland,3A,80.2,77.6024,0.877,16665.96277476253,EU,HI,37.9216015624999,0.819506745874958,0.0713135352294788,0.810039492347984,0.0263801138131971,0.102389561187448,2.88559131930917,4.71522076776224,0.643771093656372,0.0229085625259396,0.899150005579552,0.0696290060318673,3.01689750147998,4.75474573046116,0.0713135352294788,0.781963067460149,0.108252144515201,1.88342505426724,120.0,3.0,3
Portugal,3A,78.6,81.3244,0.86,24180.495239684,EU,HI,10.2562001953125,0.244691772284701,0.0905149970394996,0.907199520071583,0.217497831362169,0.0276427268651105,1.69857235333461,3.18611920095767,0.8324974699971,0.352087721928419,0.407803804158932,0.35821989577968,2.57344674439583,4.55169836312507,0.0905149970394996,0.855697435162337,0.0751765610432712,1.29372349239492,125.0,3.0,3
Qatar,3A,66.7,80.1,0.845,63990.1082706583,Middle East/Central Asia,HI,2.78167993164061,0.0071146081436553096,6.5789479186884e-05,0.000693647141827972,0.0758230371754671,0.0491230207212639,11.8103776827719,11.9431977854333,0.706292671221089,0.34224876713946,0.190356804103611,0.159984587146816,12.8229477436623,14.2709535939946,6.5789479186884e-05,0.0,0.86404971828195,0.920353136626056,40.0,3.0,3
Republic of Moldova,3A,73.7,71.808,0.746,2355.723465310615,Other Europe,LM,4.05193994140624,1.03196987856975,0.0587882715535499,0.121494300996538,3.86807853238413e-05,0.0654304466158183,0.708268426461973,1.98599000498295,0.539242190978059,0.0607838071369128,0.193669692584361,0.0503111968325541,0.959221426448363,1.86865876059607,0.0587882715535499,0.0808262970269826,0.00867791889725312,1.24569281266335,308.0,1.0,3
Republic of North Macedonia,3A,72.5,75.688,0.77,5452.001100822315,Other Europe,UM,2.08295996093749,0.413879318292201,0.153601712573525,0.1636174981256,0.000396097906789061,0.0269217982027032,1.26477893367413,2.02319535877495,0.659995779818413,0.2336608984362,0.307379944866914,0.0327637370243962,1.83687952489486,3.09760168324349,0.153601712573525,0.889261896378682,0.00946678798997814,1.49313151343709,185.0,2.0,3
Réunion,2B,,,,,Africa,,0.882526000976561,,,,,,,2.14491612292662,,,,,,4.59353837442126,,,,0.174215295341021,124.0,,1
Romania,3A,75.0,75.3585,0.823,11534.853430762852,EU,UM,19.5060996093749,1.56744843078898,0.134990406764952,0.478648727256102,0.00101803406294078,0.190782581877218,1.36767198146814,3.74056016221833,1.04682165708287,0.0855837502377435,0.555566110397378,0.0425779125873944,1.66305298121437,3.58438499339697,0.134990406764952,1.19320338971518,0.0918162827920211,3.17824109193835,160.0,2.0,3
Russian Federation,3A,73.8,72.6622,0.823,11939.561118201738,Other Europe,UM,145.73399999999899,0.993399224092578,0.0212927560192908,1.08806980611248,0.289734828636057,0.039187934991867,3.99531064081377,6.42699519066605,0.639638510105321,0.0912045813887174,0.745655958587947,0.18908012271916,3.60586758618207,5.31063469397508,0.33244884690102,4.18532947152863,1.16516947277751,6.7155349502916,107.0,2.0,3
Rwanda,3A,57.6,68.7,0.54,845.3991220939754,Africa,LI,12.3019999999999,0.289002803935113,0.0475004454722262,0.22165363907631,0.00240735990666248,0.0428401243125141,0.0370417066709113,0.640446079373737,0.323964027580119,0.0433151995706909,0.225008699624614,0.021299333583403,0.102909096437313,0.759336481108654,0.0475004454722262,0.0075188604312394,0.00494796998441564,0.391810204135508,,0.0,3
Saint Lucia,3A,,76.057,0.758,9237.391651436335,Central America/Caribbean,UM,0.181889007568359,0.081443677001357,0.00149471723794831,0.0196798028167367,0.159746379157658,0.00189035661091451,0.664919605307138,0.929174538131752,0.451205468672395,0.160333659445442,0.0789054257170625,0.219222122077069,1.35222920307108,2.26378623559396,0.00149471723794831,0.0949394602519323,0.140704970091453,0.320473181193606,254.0,2.0,3
Samoa,2B,,73.187,0.709,3753.968093695815,Asia-Pacific,LM,0.196128997802734,,,,,,,1.48721731491201,,,,,,2.65161383078762,,,,1.74377934883538,216.0,1.0,1
Sao Tome and Principe,2B,58.8,70.17,0.624,1296.7473518125394,Africa,LM,0.211027999877928,,,,,,,0.952368578194114,,,,,,1.28480353016925,,,,0.772470531960801,,1.0,1
Saudi Arabia,3A,66.3,74.998,0.854,20829.12944109227,Middle East/Central Asia,HI,33.702800781249906,0.0668188673733406,0.0490915938385557,0.00337080037487851,0.02630916386703,0.0386001786526062,5.64199271726381,5.82618332137022,0.646579725235858,0.170916425925699,0.169133575711802,0.061169837950912,3.86902671658319,4.95542646006006,0.0999399219778904,0.0534492120149432,0.150009672002236,0.408817852021017,115.0,3.0,3
Senegal,3A,58.4,67.665,0.516,1547.1008055964803,Africa,LM,15.854299804687399,0.375897013537491,0.151517282869433,0.168885455425487,0.206170701982045,0.0532554782297855,0.215154526302707,1.17088045834695,0.560649896728969,0.18234324243993,0.182695896059647,0.109171462659201,0.323906605554624,1.41202258167216,0.151517282869433,0.379301454267158,0.148697437197523,1.10866866610139,,1.0,3
Serbia,3A,75.6,75.8902,0.803,5471.835505949833,Other Europe,UM,8.802750000000021,1.10691058471083,0.017902985327501,0.392321835471957,0.00186669695494389,0.0789518312938996,1.75726723855961,3.35522117231874,0.752455762176445,0.0359642475480458,0.493796566024745,0.031768449771072,1.67757563056144,3.07051248737564,0.017902985327501,0.473197481195397,0.00356509487153461,1.68052797739916,187.0,2.0,3
Sierra Leone,3A,51.7,54.309,0.447,472.8260290549115,Africa,LI,7.6501499023437205,,,,,,,0.972490086305308,,,,,,1.1336960483759,,,,0.997998415839256,,0.0,3
Singapore,3A,69.9,83.2976,0.936,57837.60312635693,Asia-Pacific,HI,5.7575,0.0008462422300833,0.0,0.00188192271946639,0.00182573898900779,0.0412272547967222,3.19990613065152,3.2456872893868,0.621485666535708,0.242581396711579,0.207203040976331,0.197772046984763,4.62121654779847,5.93148595380357,0.0,0.00218018449286498,0.0124438660236191,0.0566975475432896,96.0,3.0,3
Slovakia,3A,79.6,,0.858,20539.115977021003,EU,HI,5.453009765625,0.806989411948195,0.05176962585855,1.19165127385747,0.00157546584093345,0.117866414135452,2.28084044676891,4.45069263840951,0.590597937211497,0.183111747396982,0.89300063825203,0.0424439313922312,2.9044437775978,4.73146444598599,0.0535297220175272,1.81078572285744,0.00218573640180496,2.79135700736042,121.0,3.0,3
Slovenia,3A,81.6,81.3781,,,EU,HI,2.0778400878906202,,,,,,,4.27878351458307,,,,,,5.36620072221973,,,,2.19943158477546,106.0,3.0,3
Solomon Islands,2A,,72.835,0.564,1773.6962451604008,Asia-Pacific,LI,0.652856994628909,0.348453109934861,0.005552469371648,3.47930269753881,2.58163737208474,0.131497254219835,0.106280968643458,6.65272387179335,0.38798544244174,0.0420164166325957,0.0782015219037017,1.07650575611469,0.055498669806322,1.77170506111888,0.005552469371648,2.13751521294526,1.00550163691536,3.62851968338697,325.0,0.0,2
Somalia,3A,45.6,57.068,,,Africa,LI,15.0082001953126,0.0396739228567964,0.383808446611211,0.397199402081706,0.00303406187014142,0.0294696486974349,0.0155005302699479,0.868686012387237,0.166265637957404,0.370405330577345,0.409204312128538,0.00385507623988079,0.0368216836446526,1.01602168924525,0.383808446611211,0.137961192181951,0.22705379606094,0.817967006408333,,0.0,3
South Africa,3A,63.7,,,,Africa,UM,57.792500000000096,0.253768314312397,0.138960974153438,0.26768225175628,0.0742921973490269,0.0337104320311333,2.62168067179087,3.39009484139315,0.304365507753241,0.0850696562218619,0.221165863424323,0.084178679711011,3.07197210757971,3.80046224672128,0.522085434853397,0.0328443777117092,0.153766845801791,0.996175404710427,150.0,2.0,3
South Sudan,3A,,57.604,0.429,,Africa,LM,10.975900390625,0.252910000706849,1.0640019720713,0.162049935311633,0.00443920582495242,0.0438069439872292,0.0481100271443588,1.57531808504632,0.289898005485423,1.06483629968125,0.160479058578156,0.00458767415661609,0.0481100271443588,1.61171800903303,1.0640019720713,0.361423440923404,0.00657009862047538,1.72871245630925,357.0,1.0,3
Spain,3A,79.5,83.4317,0.905,32981.46081167656,EU,HI,46.6928984375,0.977625810565878,0.132164411362159,0.258047520930538,0.371291442675504,0.0647081352416866,1.92181930912021,3.72565662989597,1.13221860542084,0.161367595005233,0.298313005065874,0.348837481120003,2.38604638427917,4.39149120613281,0.132164411362159,0.302175492230112,0.0585810865080432,1.53525493590788,130.0,3.0,3
Sri Lanka,3A,68.1,76.812,0.779,4028.206815880475,Asia-Pacific,LM,21.22880078125,0.270144028809477,0.00195493218447933,0.104423562839695,0.229320181319528,0.0524122234701586,0.346308226549227,1.00456315517257,0.365389120051119,0.0142599387346963,0.164920674616751,0.248202778950171,0.668001219147438,1.51318595497033,0.0194963781453861,0.0438665414178138,0.0682495199828065,0.454168691825642,,1.0,3
State of Palestine,2B,,73.895,0.708,2805.316915716577,Middle East/Central Asia,LM,4.86297998046873,,,,,,,0.300103060315039,,,,,,1.14159590324971,,,,0.095924858058625,,1.0,1
Sudan,3A,49.5,65.095,0.506,1589.5984593854364,Africa,LM,41.8014999999998,0.522652612935842,0.522425496856234,0.159289858474697,0.000806863001156925,0.0476004571631652,0.163997150866794,1.41677243929789,0.538621925741858,0.511444822634059,0.16781968678593,0.00114753604635824,0.208603090991195,1.47523751936257,0.522425496856234,0.248007643125852,0.0210245197093514,1.36171072979044,,1.0,3
Suriname,3A,67.0,71.57,0.734,8100.331740316328,South America,UM,0.575989990234375,0.347700372890879,0.0248078126940158,1.36240505716044,0.356749947741608,0.0938054706687207,1.35546225898055,3.54093092013622,0.322577574113272,0.00194393440462375,0.741388952925166,0.248663172021166,1.65618794778424,3.06456705191719,0.0248078126940158,73.0391852788138,6.86802566996908,80.3735246050365,187.0,2.0,3
Sweden,3A,85.6,82.5585,0.943,59067.51755638232,EU,HI,9.9716396484375,0.388176273718079,0.17319291581157,5.01040393781239,0.0660129623957358,0.0720812161561288,1.32088427355604,7.03075157944995,0.663205219848152,0.383629476056116,1.72135859200906,0.117643733958309,3.31833743442343,6.27625567245119,0.236758316296152,6.1715985315099,2.09046466093791,8.95907899861816,91.0,3.0,3
Switzerland,3A,80.1,83.7537,0.955,79173.21718512419,Other Europe,HI,8.525610351562491,0.14420148707879,0.104567407130239,0.340452898713344,0.00211682929257622,0.0512627463842601,1.51421003003343,2.15681139863264,0.589137183813361,0.190850006554634,0.335532830607855,0.0656884371643593,3.11577893432927,4.34825013885374,0.104567407130239,0.68809809460887,0.00613069879114166,0.994260433993301,131.0,3.0,3
Syrian Arab Republic,3A,58.0,71.779,0.563,,Middle East/Central Asia,LM,16.9450996093749,0.273943466673536,0.12769224038122,0.00240415911766709,0.000789911481823861,0.023485407782155,0.54192714019398,0.970242325630382,0.376322804156118,0.0549408215851158,0.036044189453646,0.00782357644448896,0.838387137099273,1.3370039365208,0.12769224038122,0.0568074986443405,0.00484817432727998,0.486776787808532,,1.0,3
Tajikistan,2A,69.8,70.879,0.661,1073.0230007779585,Middle East/Central Asia,LI,9.100830078125009,0.249689457675032,0.121868384900884,0.152255632887194,0.000229469896709347,0.0878829565233264,0.291679761624731,0.903605663507877,0.400579136083043,0.125396032828221,0.214265079485744,0.00207390010533304,0.297452623394932,1.1276497284206,0.121868384900884,0.00578936752184058,0.0103730164431534,0.475603183064236,,0.0,2
"Tanzania, United Republic of",3A,56.4,65.015,0.524,931.3041204253866,Africa,LI,56.3133984374997,0.444377567606418,0.285459299408539,0.201178355223594,0.0865418041857202,0.0649640220712573,0.0682311074207814,1.15075215591631,0.413351827430761,0.283520092449183,0.205337604335375,0.0768688793634451,0.128910369191484,1.17295279484151,0.285459299408539,0.137477687434075,0.0517021829689296,0.983980759489219,,0.0,3
Thailand,3A,74.2,76.931,,,Asia-Pacific,UM,69.4285,0.777926580715887,0.000937356990051759,0.246512565025729,0.118769918559108,0.0686440813940758,1.2967433660225,2.50953386870735,0.442609515943989,0.0222665324421519,0.172701352242342,0.195614280869685,1.45053098015966,2.3523667430519,0.0102567407053492,0.22636416456263,0.187576188089276,1.27076775546722,244.0,2.0,3
Timor-Leste,2A,,69.26,0.599,839.8858211204004,Asia-Pacific,LM,1.26796997070312,,,,,,,0.392979838245063,,,,,,0.592356130603373,,,,1.66612096550616,,1.0,2
Togo,3A,53.2,60.76,0.51,676.9881070921215,Africa,LI,7.8890898437500105,0.33498223015405,0.0975197629990918,0.227690400129436,0.0131112090817868,0.0268327894214907,0.0865691680131775,0.786705559799033,0.370508986948896,0.0929927486108598,0.232955795891443,0.0723767001086574,0.248064258983236,1.04373127996458,0.100304955363294,0.113681373184178,0.018094262354392,0.593895610477406,,0.0,3
Tonga,2B,,70.801,0.723,4377.67576717754,Asia-Pacific,LM,0.103196998596191,,,,,,,1.00229977503106,,,,,,2.92057652446973,,,,1.08131338559802,196.0,1.0,1
Trinidad and Tobago,2A,63.5,73.38,0.795,15161.241954618194,Central America/Caribbean,HI,1.38983996582031,0.0399772856354329,0.00588423119507956,0.0915499634148002,0.0600808080803293,0.00111952561179472,7.62068194583408,7.81929375977152,0.446147121205884,0.176773341645518,0.277206632050356,0.101332199024412,6.44116270773825,7.44374152727621,0.00588423119507956,0.137007484392132,1.31468833585365,1.49867686268809,76.0,3.0,2
Tunisia,3A,71.4,76.505,0.738,4408.371592275959,Africa,UM,11.5652001953125,,,,,,,1.50267738867829,,,,,,2.02437961501041,,,,0.685543869011671,284.0,2.0,3
Turkey,3A,70.4,77.437,0.817,15180.93828255958,Middle East/Central Asia,UM,82.3401015625,0.662302542038619,0.0867871547930788,0.215395532827223,0.0263909535521746,0.0336484545899912,1.75300216013424,2.77752679793533,0.769736494459837,0.167141099186983,0.320367190642243,0.0315541881778962,2.02277608029631,3.34522350735326,0.0867871547930788,0.482529558542926,0.0393771004924431,1.30464481045706,171.0,2.0,3
Turkmenistan,3A,,68.073,0.71,7647.951724840672,Middle East/Central Asia,LM,5.85089990234375,0.365679135367983,0.508856369075197,0.000644603344327457,0.00338155610213344,0.0606409343760025,4.14058566574522,5.07978826401086,0.430756658621419,0.394893634581083,0.0267565251937915,0.0049506988582504,3.97890944841757,4.89690790004812,1.73275022596252,0.0130230501454486,0.113192738501504,2.28528608435346,116.0,1.0,3
Uganda,3A,53.5,62.973,0.538,933.7148072737464,Africa,LI,42.7290000000001,,,,,,,1.0230729608773,,,,,,1.0589566182808,,,,0.467075084808956,,0.0,3
Ukraine,2A,75.5,71.5827,,,Other Europe,LM,44.2461992187498,1.93144276823067,0.0056474399702548,0.232153503788996,0.00259392695212368,0.0843714180652981,1.53921191287706,3.7954209698844,0.634455902528195,0.01209262631067,0.190819759125839,0.0618532292643202,1.43917995457233,2.42277288986665,0.138468017841144,0.429617285691444,0.154235642855201,2.73813513268375,237.0,1.0,2
United Arab Emirates,3A,70.2,77.814,0.889,41325.0601823972,Middle East/Central Asia,HI,9.6309599609375,0.0195332487015126,0.00114010612468228,0.000738053553912135,0.13832113831898,0.0,6.41942020588948,6.57915275258855,0.916149624732092,0.553406103946956,0.409130524414654,0.277738017252399,5.93979437430913,8.09621864465523,0.00114010612468228,0.0607453769246941,0.43579148972918,0.517210221480069,70.0,3.0,3
United Kingdom,3A,80.0,81.2561,0.928,42894.35426799058,EU,HI,67.141703125,0.397248596557071,0.102704468272701,0.103554521028872,0.0938114808217451,0.12623625833097,1.84754565980677,2.67110098481813,0.698640581645324,0.25519311018372,0.443343061302733,0.0835617283115779,2.57234903846554,4.17932377823987,0.102704468272701,0.116913489984732,0.284563164630035,1.02766597777551,137.0,3.0,3
United States of America,3A,76.0,78.639,0.925,54723.9954019615,North America,HI,327.096,1.25749727963252,0.251620706851246,0.915305077866832,0.098262233481241,0.0723059299494698,5.22836359817431,7.82335482595562,0.937991649464075,0.289092388746546,0.921738066049949,0.127889753009215,5.77336533764403,8.12238312486328,0.251620706851246,1.48439474272712,0.32008382590128,3.38590248506163,70.0,3.0,3
Uruguay,3A,74.5,77.77,0.816,14617.543247214457,South America,UM,3.44928002929686,0.989639725211958,4.20466661318131,3.1819536258069,0.182540875190675,0.0996278014662763,0.643566369619876,9.301995010477,0.149610076716459,0.0660189281746904,0.27690918371446,0.0676554713702281,0.598799056269863,1.25862051771198,4.77702080239695,1.30696681481338,2.14742000657677,9.32067515046533,,2.0,3
Uzbekistan,3A,69.8,71.573,0.717,2408.6100554167856,Middle East/Central Asia,LM,32.47619921875,0.364525481064564,0.164675768301137,0.000492397548877015,0.00581208565546212,0.0637246068096725,1.18653412151283,1.78576446089254,0.446585630188258,0.1644652535705,0.0885336448560788,0.00712478268488282,1.26793293411472,2.03836685222411,0.164675768301137,0.0564117391028437,0.00939279143435049,0.658730386712568,282.0,1.0,3
Vanuatu,2C,60.5,70.323,0.603,2864.828553309515,Asia-Pacific,LM,0.292679992675782,,,,,,,,,,,,,,,,,,,1.0,0
"Venezuela, Bolivarian Republic of",3A,59.3,72.128,0.733,,South America,UM,28.887099609375,0.114158454304776,0.592644384538061,0.0878359071755533,0.0794514997609427,0.0294515328591563,1.38610228789428,2.28964406653277,0.285138506527032,0.621754226553412,0.0882297417869936,0.0763977336847984,1.29064062318338,2.39161236459477,0.592644384538061,1.77347485680745,0.250735899557668,2.76046512806711,240.0,2.0,3
Viet Nam,3A,72.8,75.317,0.7,1967.638624327549,Asia-Pacific,LM,95.546,0.525034705757987,0.00357402395812837,0.350116283101886,0.0925549961031576,0.0914840412998475,0.956974058384008,2.01973810860501,0.513525211165648,0.0273435477563489,0.425155435316372,0.0742445152417002,1.14039291870685,2.27214566948676,0.00900533236237547,0.159298644955257,0.153510885168599,0.938333609544066,253.0,1.0,3
Yemen,3A,52.9,66.096,0.468,632.9095886640682,Middle East/Central Asia,LM,28.4986992187499,,,,,,,0.333062129060227,,,,,,0.508541708003883,,,,0.374651320733143,,1.0,3
Zambia,3A,53.4,,0.582,1678.1814641262492,Africa,LM,17.3516992187499,0.220545578087575,0.130643257591453,0.608300798668467,0.00866593241563347,0.0434829536622605,0.157293988844322,1.16893250926971,0.207057034278858,0.130973906355631,0.615155172090632,0.0517495026345424,0.235610439023934,1.28402900804586,0.760214891997718,0.719844513247751,0.0193675737405627,1.76345551073587,,1.0,3
Zimbabwe,3A,58.7,,0.569,1305.8010537606497,Africa,LI,14.4387998046875,0.152608386369051,0.301816497692032,0.272790171192138,0.00176597368058476,0.0232045151661352,0.293603793401687,1.04578933750163,0.19339808663355,0.303349375927527,0.285176496647743,0.00722420833848481,0.403335632608152,1.21568831532159,0.301816497692032,0.134279962652494,0.00987033676248933,0.621779698642202,,0.0,3
