"eigenvalue","percentage of variance","cumulative percentage of variance"
6.44741701510464,26.8642375629359,26.8642375629359
2.72436739803144,11.351530825131,38.2157683880669
1.94687114497655,8.11196310406894,46.3277314921359
1.48842662978311,6.20177762409628,52.5295091162321
1.3899895939946,5.7916233083108,58.3211324245429
