,Country,Rang_voisin,Voisin,Distance,Voisin_manquant,p
341,Panama,2,Cuba,1.2125241234511954,False,0.0
342,Panama,3,Republic of North Macedonia,1.406147539795666,False,0.0
343,Panama,4,Fiji,1.469828922705086,False,0.0
344,Panama,5,Jamaica,1.6090356721328611,False,0.0
345,Panama,6,Albania,1.7963879014056015,False,0.0
346,Panama,7,Tunisia,2.0209893144341127,False,0.0
347,Panama,8,Bosnia and Herzegovina,2.0642666643002374,False,0.0
348,Panama,9,Mexico,2.1143173293683826,False,0.0
349,Panama,10,El Salvador,2.1600832891312107,False,0.0
350,Papua New Guinea,1,Ghana,1.165839787634414,False,0.5
351,Papua New Guinea,2,Côte d'Ivoire,1.5921147634293784,True,0.5
352,Papua New Guinea,3,Guatemala,1.7393092274071573,False,0.5
353,Papua New Guinea,4,Nepal,1.7667179202448506,True,0.5
354,Papua New Guinea,5,Myanmar,1.871037294079474,False,0.5
355,Papua New Guinea,6,Cameroon,2.051470069534124,True,0.5
356,Papua New Guinea,7,Bangladesh,2.0732821174068925,True,0.5
357,Papua New Guinea,8,Viet Nam,2.1088927676216045,False,0.5
358,Papua New Guinea,9,Indonesia,2.177906814421576,False,0.5
359,Papua New Guinea,10,Tajikistan,2.179361865539003,True,0.5
360,Peru,1,Colombia,1.7214007154409778,False,0.1
361,Peru,2,Republic of Moldova,1.8919628923995808,False,0.1
362,Peru,3,Costa Rica,1.9202975828168776,False,0.1
363,Peru,4,Thailand,1.9715255525516844,False,0.1
364,Peru,5,Mexico,2.096862130715457,False,0.1
365,Peru,6,Malaysia,2.311918345348544,False,0.1
366,Peru,7,Albania,2.3228426468967167,False,0.1
367,Peru,8,Nicaragua,2.3429715118714523,True,0.1
368,Peru,9,Indonesia,2.3710593276970746,False,0.1
369,Peru,10,Belarus,2.3893177994221957,False,0.1
370,Republic of Moldova,1,Thailand,0.7150668763484845,False,0.0
371,Republic of Moldova,2,Costa Rica,1.0044090936227854,False,0.0
372,Republic of Moldova,3,Indonesia,1.382578559766118,False,0.0
373,Republic of Moldova,4,Viet Nam,1.4061344223855492,False,0.0
374,Republic of Moldova,5,Guatemala,1.5349418914807638,False,0.0
375,Republic of Moldova,6,Dominican Republic,1.7155113061818152,False,0.0
376,Republic of Moldova,7,Azerbaijan,1.7244507171218129,False,0.0
377,Republic of Moldova,8,Serbia,1.7553359449834545,False,0.0
378,Republic of Moldova,9,Albania,1.830501509442842,False,0.0
379,Republic of Moldova,10,Morocco,1.833179061086492,False,0.0
380,Republic of North Macedonia,1,Albania,0.6796246561380711,False,0.0
381,Republic of North Macedonia,2,Cuba,1.0099934918324385,False,0.0
382,Republic of North Macedonia,3,Mexico,1.0896051731406913,False,0.0
383,Republic of North Macedonia,4,Bosnia and Herzegovina,1.1561028883474265,False,0.0
384,Republic of North Macedonia,5,Turkey,1.247656935011932,False,0.0
385,Republic of North Macedonia,6,Dominican Republic,1.2485499855049609,False,0.0
386,Republic of North Macedonia,7,"Iran, Islamic Republic of",1.2696718789073136,False,0.0
387,Republic of North Macedonia,8,Montenegro,1.3844332924475085,False,0.0
388,Republic of North Macedonia,9,Panama,1.406147539795666,False,0.0
389,Republic of North Macedonia,10,Fiji,1.512708662143671,False,0.0
390,Thailand,1,Costa Rica,0.5000091789404163,False,0.0
391,Thailand,2,Republic of Moldova,0.7150668763484845,False,0.0
