"Dim.1","Dim.2","Dim.3","Dim.4","Dim.5","Country"
-3.91061210166847,-1.06283962292919,-0.0852934039501346,0.0285023868377635,-1.06937236519932,"Afghanistan"
-0.773355537293709,-1.06174392708661,0.199788556755471,-0.537184649368104,2.10575943263364,"Albania"
-1.25148292381516,-1.11247507602768,0.076340538840684,-0.202016855892972,0.651957249571968,"Algeria"
-3.73225243949153,0.139116686360596,0.106342563636963,0.137822072497003,-0.758898478012129,"Angola"
2.32070899495861,4.11445967802775,1.03642148024946,1.40351832231034,3.09329192630122,"Argentina"
-1.45785230772921,-1.33113597701442,0.0726977011415201,0.366360915723144,0.213225852040801,"Armenia"
5.38082461880832,1.70872234089324,4.4041662868756,3.5569506151364,0.107766942188695,"Australia"
4.34263169530426,-0.0155288363591692,-1.99730199007976,0.341972592588819,-0.86020287111918,"Austria"
-0.765809069648142,-0.917779019279021,-0.349780375720795,0.17191439272089,0.974297822680354,"Azerbaijan"
2.86917033383934,-3.22219552943549,0.34610048205011,1.04822969522485,-2.18941598872813,"Bahrain"
-2.34498748411894,0.103274955955141,-1.61146043888751,-0.0141769748806558,-0.0358789843848853,"Bangladesh"
0.150181726112714,-2.35410195621401,0.0767920110437346,-0.399245710967904,0.355778681935459,"Barbados"
1.57790398744885,-0.132361468386876,0.310214363967752,-0.688683769783908,1.56642340097466,"Belarus"
4.46905579788809,-0.772816984845555,-2.29486608789493,0.683841130618274,-0.665789421636991,"Belgium"
0.350575531369421,-3.40492596494751,5.7835138759223,-5.62567575894693,6.05283990324651,"Belize"
-3.01703106920319,0.402958431334702,-1.00577638380863,-0.349198045053237,-0.952293228598693,"Benin"
2.10718380497683,3.8483972308563,-3.06628196161862,0.37122259799756,-1.41281212956225,"Bhutan"
-0.616332256602064,2.97510584701242,3.08169094838943,2.70017487732216,0.578870446087165,"Bolivia"
0.666231356333324,-1.2432448724175,0.735392787362228,-0.293112365545736,1.6186908194427,"Bosnia and Herzegovina"
-2.1703670588373,-0.680015662529394,1.60048588396208,0.611439315791038,-0.130089623602716,"Botswana"
1.16011762897899,3.72496503303513,-0.122102779509858,0.807504963140687,1.90909537326894,"Brazil"
1.50651646313029,-2.9824449432069,1.62511790451005,0.0432277872692363,-1.22165670635491,"Brunei Darussalam"
2.87683268536744,3.0681483197111,-3.20511528681921,0.05727686293974,2.00686089628914,"Bulgaria"
-3.32902173124461,0.936503937973981,-1.19279649021701,-0.102059547143407,-1.17759359514503,"Burkina Faso"
-3.75141619194968,0.725132735959855,-1.28346563211975,-0.267170481933931,-1.33758458295788,"Burundi"
-2.94051780759676,0.836718707901153,-0.845641007182216,-0.0653948031032404,-0.406797456378011,"Cameroon"
7.76660103668975,2.98099520998871,1.08052853568134,-0.511022456150332,-0.333562941344952,"Canada"
-4.76342155349575,0.943626990533468,0.715202452428818,0.230346423090008,-2.22339017555648,"Central African Republic"
-4.24852623322168,1.22952802774224,0.453634856934628,1.50581746209612,-1.77564698357501,"Chad"
2.11089018991484,1.74327312919509,0.095292082039089,-0.347969527463385,0.827512228948906,"Chile"
0.59076943528252,-0.044973323562766,-1.87621224425903,0.764111208579628,1.80266125008171,"China"
-1.18654049603871,0.418318945450178,1.87342915349098,0.63472616060205,1.51382558492248,"Colombia"
-3.5482919788362,0.552789005092235,1.42060488793835,0.211501980616958,-1.00429477003761,"Congo"
-4.09548829105422,0.49291741752401,-0.78953902550686,-0.506215614845528,-1.70830146990221,"Congo, Democratic Republic of"
-0.15899523387271,-0.243415660097069,-0.438784413186976,-0.617494871326367,1.72385946015274,"Costa Rica"
-2.13390647368394,2.32229732423612,-1.90592386518796,0.264409183614134,0.0592005188971933,"Côte d'Ivoire"
1.74203712796435,-0.471103775782655,-0.644852385575231,-0.459787872010313,0.88892155410279,"Croatia"
-1.23647282940288,-1.84778468456141,0.594222334053308,-0.904697653754946,1.91339099518039,"Cuba"
4.08293336429988,0.510196691049788,-1.87560036461662,0.370699000893986,-0.667174561859892,"Czech Republic"
5.44066663557647,1.38887695556885,-1.94712114892057,-0.384619596082166,0.344870913109532,"Denmark"
-1.25202046414295,-0.953654168146138,-0.186166930572773,-0.683746162835342,1.67040678004857,"Dominican Republic"
-1.8874207481974,-1.03526177759157,0.281180149649703,-0.567764740617967,0.909076379533411,"El Salvador"
6.12531206040313,2.05443743245825,1.22733474709024,-2.52571116621119,-3.34560012841694,"Estonia"
-2.35123400908826,0.962132936528706,-0.128926905743954,0.594573438170963,-1.27209658388132,"Eswatini"
-3.42967774406532,0.516521118784201,-1.10392699370342,-0.242469836754281,-1.23235729360189,"Ethiopia"
-1.28881816532431,-0.961515941569246,1.03960666766926,-0.991347932716828,0.940911271291333,"Fiji"
6.44589594143101,1.27217806448771,0.715876833478081,-1.95250749759463,-2.6957531705231,"Finland"
3.98186613782819,1.07858380772952,-2.81528285189006,0.425465635368468,0.484122384035121,"France"
-1.59971524699794,1.06905652813519,2.08492779050159,-2.25587648447057,-0.535234064625443,"Gabon"
-4.04072018567816,-0.776015876175334,0.00941703370791974,-0.645828379573937,-1.26257700459176,"Gambia"
-1.35608435196666,-1.38000955881453,0.295021404699681,0.0678618702260461,0.616520770507603,"Georgia"
3.7426844239765,-0.226095423846543,-2.21117761246028,0.374356959140256,-0.411047017927243,"Germany"
-1.6216675783102,1.51488950802191,-1.42905093893687,-0.0767652134269213,-0.143640375640111,"Ghana"
1.86276675797375,-1.39668697878371,-0.425103297044682,0.323118138429602,0.00524711765391394,"Greece"
-1.53481418377466,0.228306468178569,-0.785119231351545,-0.304339362613093,0.730503501768955,"Guatemala"
-3.13200857170229,0.950424444838675,-0.162003585991212,0.481994078693643,-1.27395074884115,"Guinea"
1.47189666945986,7.42596686202671,4.98359899105667,-5.20472352324438,-2.78218373991933,"Guyana"
-4.1095417834165,-1.14433547960673,0.0843714548278371,-0.892602689741558,-0.285477677682767,"Haiti"
3.53798784313127,2.48203744656524,-3.8038820524308,0.224880160457917,1.0689271794555,"Hungary"
-2.52519599325422,-0.339623638614587,-1.14677097101781,0.483073214266197,1.05265380528543,"India"
-1.3700865120306,-0.0302287554209159,-0.644809890135613,0.0288202258137607,0.891147964535707,"Indonesia"
0.0593995360221038,-1.31150839617517,-0.318754793299431,-0.239824324901541,1.12917802838866,"Iran, Islamic Republic of"
